Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Organisation,Organisation_reference,Organisation_sort,Organisation_hierarchy,Year,Programme category,Programme category_reference,Programme category_sort,Programme category_hierarchy,Commissioner,Commissioner_reference,Commissioner_sort,Commissioner_hierarchy,Notes
          41.47,41.47053081,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Blood disorders,3,3,999,LHB and PHW total,Tot,5,,Total
         136.33,136.3302679,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,"Endocrine, nutritional & metabolic problems ",4,4,999,LHB and PHW total,Tot,5,,Total
         358.97,358.9656189,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Mental health problems,7,7,999,LHB and PHW total,Tot,5,,Total
          96.45,96.44856141,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Learning disability problems,12,12,999,LHB and PHW total,Tot,5,,Total
         127.79,127.7934575,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Neurological system problems,13,13,999,LHB and PHW total,Tot,5,,Total
          70.55,70.54596384,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Eye/vision problems,14,14,999,LHB and PHW total,Tot,5,,Total
          17.04,17.04114791,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Hearing problems,15,15,999,LHB and PHW total,Tot,5,,Total
         242.84,242.8437176,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Circulation problems,16,16,999,LHB and PHW total,Tot,5,,Total
         165.90,165.8986746,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Respiratory problems,20,20,999,LHB and PHW total,Tot,5,,Total
          81.82,81.82293093,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Dental problems,21,21,999,LHB and PHW total,Tot,5,,Total
         207.86,207.8607309,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Gastro intestinal problems,22,22,999,LHB and PHW total,Tot,5,,Total
          63.73,63.72860318,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Skin problems,23,23,999,LHB and PHW total,Tot,5,,Total
         164.42,164.4246539,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Musculo skeletal system problems (exc Trauma),24,24,999,LHB and PHW total,Tot,5,,Total
         264.68,264.6844148,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Trauma & injuries (inc burns),25,25,999,LHB and PHW total,Tot,5,,Total
         132.69,132.6882482,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Genito Urinary system disorders (exc infertility),26,26,999,LHB and PHW total,Tot,5,,Total
         102.29,102.2888193,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Maternity & reproductive health,31,32,999,LHB and PHW total,Tot,5,,Total
          25.35,25.34552839,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Neonates,32,33,999,LHB and PHW total,Tot,5,,Total
          30.26,30.26243263,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Poisoning,33,34,999,LHB and PHW total,Tot,5,,Total
          74.30,74.29748098,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Healthy individuals (includes Screening),34,35,999,LHB and PHW total,Tot,5,,Total
          24.08,24.08093674,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Social care needs,35,36,999,LHB and PHW total,Tot,5,,Total
         450.96,450.9576695,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Other,36,37,999,LHB and PHW total,Tot,5,,Total
"       3,235.18",3235.183822,Expenditure per head,2,2,,Swansea Bay University Health Board,7A3,5,W,2023-24,Total,999,44,,LHB and PHW total,Tot,5,,Total
          75.96,75.96163542,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Infectious diseases,1,1,999,LHB and PHW total,Tot,5,,Total
         215.26,215.2554708,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Cancers & tumours,2,2,999,LHB and PHW total,Tot,5,,Total
          30.29,30.29044597,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Blood disorders,3,3,999,LHB and PHW total,Tot,5,,Total
         155.34,155.338263,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,"Endocrine, nutritional & metabolic problems ",4,4,999,LHB and PHW total,Tot,5,,Total
         391.83,391.8255417,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Mental health problems,7,7,999,LHB and PHW total,Tot,5,,Total
          34.00,34.00476965,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Learning disability problems,12,12,999,LHB and PHW total,Tot,5,,Total
         138.67,138.6659864,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Neurological system problems,13,13,999,LHB and PHW total,Tot,5,,Total
          84.27,84.27293494,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Eye/vision problems,14,14,999,LHB and PHW total,Tot,5,,Total
          20.78,20.78496624,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Hearing problems,15,15,999,LHB and PHW total,Tot,5,,Total
         236.87,236.8671622,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Circulation problems,16,16,999,LHB and PHW total,Tot,5,,Total
         214.49,214.4852244,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Respiratory problems,20,20,999,LHB and PHW total,Tot,5,,Total
          92.02,92.0227496,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Dental problems,21,21,999,LHB and PHW total,Tot,5,,Total
         225.99,225.9896256,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Gastro intestinal problems,22,22,999,LHB and PHW total,Tot,5,,Total
          86.49,86.49237884,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Skin problems,23,23,999,LHB and PHW total,Tot,5,,Total
         125.34,125.3393884,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Musculo skeletal system problems (exc Trauma),24,24,999,LHB and PHW total,Tot,5,,Total
         268.64,268.6376186,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Trauma & injuries (inc burns),25,25,999,LHB and PHW total,Tot,5,,Total
         145.97,145.9720007,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Genito Urinary system disorders (exc infertility),26,26,999,LHB and PHW total,Tot,5,,Total
         104.93,104.9297817,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Maternity & reproductive health,31,32,999,LHB and PHW total,Tot,5,,Total
          30.34,30.3399958,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Neonates,32,33,999,LHB and PHW total,Tot,5,,Total
          29.30,29.29594803,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Poisoning,33,34,999,LHB and PHW total,Tot,5,,Total
          98.23,98.2301881,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Healthy individuals (includes Screening),34,35,999,LHB and PHW total,Tot,5,,Total
          42.77,42.76528698,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Social care needs,35,36,999,LHB and PHW total,Tot,5,,Total
         367.04,367.0379166,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Other,36,37,999,LHB and PHW total,Tot,5,,Total
"       3,214.81",3214.80528,Expenditure per head,2,2,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Total,999,44,,LHB and PHW total,Tot,5,,Total
          66.97,66.96571107,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Infectious diseases,1,1,999,LHB and PHW total,Tot,5,,Total
         230.70,230.6973149,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Cancers & tumours,2,2,999,LHB and PHW total,Tot,5,,Total
          27.75,27.74680584,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Blood disorders,3,3,999,LHB and PHW total,Tot,5,,Total
         128.10,128.0962973,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,"Endocrine, nutritional & metabolic problems ",4,4,999,LHB and PHW total,Tot,5,,Total
         331.29,331.2910449,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Mental health problems,7,7,999,LHB and PHW total,Tot,5,,Total
          75.77,75.76866365,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Learning disability problems,12,12,999,LHB and PHW total,Tot,5,,Total
         113.55,113.5538012,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Neurological system problems,13,13,999,LHB and PHW total,Tot,5,,Total
          77.12,77.11519015,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Eye/vision problems,14,14,999,LHB and PHW total,Tot,5,,Total
          10.63,10.63309051,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Hearing problems,15,15,999,LHB and PHW total,Tot,5,,Total
         210.06,210.0575361,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Circulation problems,16,16,999,LHB and PHW total,Tot,5,,Total
         168.09,168.0912833,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Respiratory problems,20,20,999,LHB and PHW total,Tot,5,,Total
          69.95,69.95477322,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Dental problems,21,21,999,LHB and PHW total,Tot,5,,Total
         206.97,206.9680447,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Gastro intestinal problems,22,22,999,LHB and PHW total,Tot,5,,Total
          63.54,63.54210701,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Skin problems,23,23,999,LHB and PHW total,Tot,5,,Total
         157.17,157.1653982,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Musculo skeletal system problems (exc Trauma),24,24,999,LHB and PHW total,Tot,5,,Total
         229.62,229.6161888,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Trauma & injuries (inc burns),25,25,999,LHB and PHW total,Tot,5,,Total
         126.65,126.6454338,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Genito Urinary system disorders (exc infertility),26,26,999,LHB and PHW total,Tot,5,,Total
         113.44,113.4403347,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Maternity & reproductive health,31,32,999,LHB and PHW total,Tot,5,,Total
          24.49,24.49444498,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Neonates,32,33,999,LHB and PHW total,Tot,5,,Total
          29.73,29.72850504,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Poisoning,33,34,999,LHB and PHW total,Tot,5,,Total
          69.81,69.81329167,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Healthy individuals (includes Screening),34,35,999,LHB and PHW total,Tot,5,,Total
          24.20,24.20436131,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Social care needs,35,36,999,LHB and PHW total,Tot,5,,Total
         516.52,516.516581,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Other,36,37,999,LHB and PHW total,Tot,5,,Total
"       3,072.11",3072.106203,Expenditure per head,2,2,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Total,999,44,,LHB and PHW total,Tot,5,,Total
          57.16,57.15982179,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Infectious diseases,1,1,999,LHB and PHW total,Tot,5,,Total
         215.49,215.4867299,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Cancers & tumours,2,2,999,LHB and PHW total,Tot,5,,Total
          32.68,32.68075124,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Blood disorders,3,3,999,LHB and PHW total,Tot,5,,Total
         126.39,126.3910195,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,"Endocrine, nutritional & metabolic problems ",4,4,999,LHB and PHW total,Tot,5,,Total
         335.78,335.7808413,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Mental health problems,7,7,999,LHB and PHW total,Tot,5,,Total
          92.64,92.63609941,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Learning disability problems,12,12,999,LHB and PHW total,Tot,5,,Total
          95.07,95.07222046,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Neurological system problems,13,13,999,LHB and PHW total,Tot,5,,Total
          62.49,62.49348639,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Eye/vision problems,14,14,999,LHB and PHW total,Tot,5,,Total
          14.69,14.69320488,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Hearing problems,15,15,999,LHB and PHW total,Tot,5,,Total
         167.86,167.8576,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Circulation problems,16,16,999,LHB and PHW total,Tot,5,,Total
         145.14,145.1417522,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Respiratory problems,20,20,999,LHB and PHW total,Tot,5,,Total
          91.27,91.271882,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Dental problems,21,21,999,LHB and PHW total,Tot,5,,Total
         154.68,154.6774082,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Gastro intestinal problems,22,22,999,LHB and PHW total,Tot,5,,Total
          48.93,48.92729576,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Skin problems,23,23,999,LHB and PHW total,Tot,5,,Total
         108.56,108.5619462,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Musculo skeletal system problems (exc Trauma),24,24,999,LHB and PHW total,Tot,5,,Total
         176.71,176.7142802,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Trauma & injuries (inc burns),25,25,999,LHB and PHW total,Tot,5,,Total
         117.19,117.1942759,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Genito Urinary system disorders (exc infertility),26,26,999,LHB and PHW total,Tot,5,,Total
          89.71,89.7103033,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Maternity & reproductive health,31,32,999,LHB and PHW total,Tot,5,,Total
          18.92,18.92283937,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Neonates,32,33,999,LHB and PHW total,Tot,5,,Total
          20.30,20.30489026,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Poisoning,33,34,999,LHB and PHW total,Tot,5,,Total
         128.75,128.747955,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Healthy individuals (includes Screening),34,35,999,LHB and PHW total,Tot,5,,Total
          20.94,20.93811365,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Social care needs,35,36,999,LHB and PHW total,Tot,5,,Total
         467.35,467.3458703,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Other,36,37,999,LHB and PHW total,Tot,5,,Total
"       2,788.71",2788.710587,Expenditure per head,2,2,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Total,999,44,,LHB and PHW total,Tot,5,,Total